HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459818.64364,2022-08-27.1400688,bF,1.53,17.801,>17.801,99.990,-0.103,0.055,g
2459818.64492,2022-08-27.1413571,bF,1.53,17.383,>17.383,99.990,-0.073,0.081,g
2459818.64621,2022-08-27.1426442,bF,1.52,17.587,>17.587,99.990,0.171,0.067,g
2459818.91104,2022-08-27.4074688,br,1.38,16.789,>16.789,99.990,0.053,0.140,g
2459818.91228,2022-08-27.4087103,br,1.41,16.934,>16.934,99.990,0.121,0.122,g
2459818.91352,2022-08-27.4099518,br,1.43,16.991,>16.991,99.990,-0.043,0.116,g
2459820.62063,2022-08-29.1170956,bF,1.53,17.544,>17.544,99.990,0.073,0.070,g
2459820.62192,2022-08-29.1183833,bF,1.57,17.453,>17.453,99.990,-0.078,0.076,g
2459820.62321,2022-08-29.1196709,bF,1.50,17.412,>17.412,99.990,0.128,0.079,g
2459822.60620,2022-08-31.1026934,bj,1.55,17.406,>17.406,99.990,-0.065,0.079,g
2459822.60744,2022-08-31.1039351,bj,1.57,17.281,>17.281,99.990,0.139,0.089,g
2459822.60868,2022-08-31.1051759,bj,1.52,17.322,>17.322,99.990,-0.099,0.086,g
2459823.68941,2022-09-01.1859315,bj,2.18,17.076,>17.076,99.990,0.010,0.107,g
2459823.69065,2022-09-01.1871685,bj,2.19,16.988,>16.988,99.990,0.056,0.116,g
2459823.69191,2022-09-01.1884231,bj,2.18,16.860,>16.860,99.990,-0.174,0.131,g
2459827.64717,2022-09-05.1437693,br,1.45,17.177,>17.177,99.990,-0.024,0.098,g
2459827.64842,2022-09-05.1450204,br,1.42,17.137,>17.137,99.990,0.215,0.102,g
2459827.64966,2022-09-05.1462626,br,1.45,17.158,>17.158,99.990,0.032,0.099,g
2459828.68813,2022-09-06.1847534,br,1.43,16.980,>16.980,99.990,-0.007,0.117,g
2459828.68937,2022-09-06.1859965,br,1.45,17.190,>17.190,99.990,0.028,0.097,g
2459828.69061,2022-09-06.1872348,br,1.49,17.025,>17.025,99.990,-0.273,0.113,g
2459829.69110,2022-09-07.1877371,br,1.79,99.990,99.990,99.990,99.990,99.990,g
2459832.77346,2022-09-10.2701942,br,1.49,16.086,>16.086,99.990,-0.008,0.267,g
2459832.77472,2022-09-10.2714445,br,1.53,16.176,>16.176,99.990,0.064,0.246,g
2459832.77596,2022-09-10.2726821,br,1.46,16.102,>16.102,99.990,0.319,0.263,g
2459833.72558,2022-09-11.2223289,br,1.51,15.951,>15.951,99.990,0.326,0.303,g
2459833.72682,2022-09-11.2235717,br,1.58,15.844,>15.844,99.990,-0.282,0.334,g
2459833.72806,2022-09-11.2248146,br,1.49,16.008,>16.008,99.990,-0.100,0.287,g
2459837.81769,2022-09-15.3145774,br,1.48,17.029,>17.029,99.990,-0.066,0.112,g
2459837.81893,2022-09-15.3158116,br,1.43,16.875,>16.875,99.990,0.206,0.129,g
2459837.82017,2022-09-15.3170571,br,1.49,16.866,>16.866,99.990,0.090,0.130,g
2459839.76888,2022-09-17.2658251,br,1.42,17.317,>17.317,99.990,0.127,0.086,g
2459839.77012,2022-09-17.2670659,br,1.44,17.392,>17.392,99.990,0.316,0.080,g
2459839.77135,2022-09-17.2682916,br,1.49,17.446,>17.446,99.990,0.178,0.076,g
2459846.75765,2022-09-24.2548667,br,1.49,17.626,>17.626,99.990,0.177,0.065,g
2459846.75890,2022-09-24.2561166,br,1.48,17.689,>17.689,99.990,0.124,0.061,g
2459846.76014,2022-09-24.2573586,br,1.50,17.598,>17.598,99.990,-0.014,0.066,g
2459847.75823,2022-09-25.2554748,br,1.47,17.625,>17.625,99.990,0.183,0.065,g
2459847.75947,2022-09-25.2567153,br,1.41,17.636,>17.636,99.990,0.243,0.064,g
2459847.76070,2022-09-25.2579454,br,1.46,17.730,>17.730,99.990,0.123,0.059,g
2459851.72252,2022-09-29.2199422,br,1.50,17.591,>17.591,99.990,0.110,0.067,g
2459851.72375,2022-09-29.2211806,br,1.46,17.721,>17.721,99.990,0.174,0.059,g
2459851.72500,2022-09-29.2224260,br,1.43,17.870,>17.870,99.990,0.110,0.052,g
2459853.79568,2022-10-01.2931975,br,1.44,17.514,>17.514,99.990,-0.033,0.072,g
2459853.79691,2022-10-01.2944275,br,1.49,17.441,>17.441,99.990,0.021,0.077,g
2459853.79814,2022-10-01.2956586,br,1.43,17.578,>17.578,99.990,0.137,0.068,g
2459856.64400,2022-10-04.1416501,br,1.46,17.211,>17.211,99.990,-0.104,0.095,g
2459856.64524,2022-10-04.1428871,br,1.41,17.039,>17.039,99.990,0.065,0.111,g
2459856.64646,2022-10-04.1441178,br,1.43,17.168,>17.168,99.990,0.200,0.099,g
2459858.74609,2022-10-06.2438403,br,1.52,16.391,>16.391,99.990,-0.384,0.202,g
2459858.74730,2022-10-06.2450563,br,1.39,16.299,>16.299,99.990,0.486,0.220,g
2459874.74341,2022-10-22.2420354,br,1.43,17.525,>17.525,99.990,0.135,0.071,g
2459874.74465,2022-10-22.2432731,br,1.46,17.307,>17.307,99.990,0.225,0.087,g
2459874.74589,2022-10-22.2445149,br,1.53,17.367,>17.367,99.990,-0.193,0.082,g
2459878.71432,2022-10-26.2131813,br,2.24,16.994,>16.994,99.990,-0.110,0.116,g
2459878.71557,2022-10-26.2144233,br,2.23,17.044,>17.044,99.990,-0.000,0.110,g
2459878.71680,2022-10-26.2156535,br,2.28,17.096,>17.096,99.990,0.049,0.105,g
2459880.63509,2022-10-28.1340527,br,1.44,17.816,>17.816,99.990,0.102,0.054,g
2459880.63634,2022-10-28.1353149,br,1.45,17.704,>17.704,99.990,-0.073,0.060,g
2459880.63757,2022-10-28.1365325,br,1.48,17.943,>17.943,99.990,-0.023,0.048,g
2459882.71276,2022-10-30.2118531,br,1.53,17.688,>17.688,99.990,0.081,0.061,g
2459882.71399,2022-10-30.2130812,br,1.59,17.644,>17.644,99.990,-0.001,0.064,g
2459882.71522,2022-10-30.2143115,br,1.60,17.595,>17.595,99.990,0.092,0.067,g
2459884.69872,2022-11-01.1979414,br,1.51,17.084,>17.084,99.990,0.121,0.107,g
2459884.69996,2022-11-01.1991762,br,1.48,17.120,>17.120,99.990,0.111,0.103,g
2459884.70121,2022-11-01.2004290,br,1.42,17.174,>17.174,99.990,0.112,0.098,g
2459885.68443,2022-11-02.1837068,br,1.46,16.944,>16.944,99.990,0.149,0.121,g
2459885.68567,2022-11-02.1849484,br,1.43,17.011,>17.011,99.990,-0.254,0.114,g
2459885.68691,2022-11-02.1861883,br,1.42,17.032,>17.032,99.990,-0.187,0.112,g
2459886.69569,2022-11-03.1950307,br,1.43,16.635,>16.635,99.990,0.011,0.161,g
2459886.69693,2022-11-03.1962700,br,1.52,16.749,>16.749,99.990,0.152,0.145,g
2459886.69816,2022-11-03.1975004,br,1.51,16.805,>16.805,99.990,0.294,0.138,g
2459887.69511,2022-11-04.1945146,br,1.53,15.954,>15.954,99.990,0.596,0.302,g
2459887.69635,2022-11-04.1957553,br,1.51,16.175,>16.175,99.990,-0.107,0.246,g
2459887.69759,2022-11-04.1969921,br,1.49,16.507,>16.507,99.990,-0.328,0.181,g
2459888.69026,2022-11-05.1897239,br,2.05,16.352,>16.352,99.990,0.011,0.209,g
2459888.69150,2022-11-05.1909703,br,2.03,16.530,>16.530,99.990,-0.021,0.177,g
2459888.69275,2022-11-05.1922143,br,2.02,16.491,>16.491,99.990,-0.564,0.184,g
2459889.69179,2022-11-06.1913238,br,2.03,15.057,>15.057,99.990,-0.629,0.689,g
2459889.69303,2022-11-06.1925620,br,2.10,99.990,99.990,99.990,99.990,99.990,g
2459890.69335,2022-11-07.1929442,br,1.58,16.188,>16.188,99.990,-0.378,0.243,g
2459890.69458,2022-11-07.1941745,br,1.52,16.086,>16.086,99.990,-0.748,0.267,g
2459890.69582,2022-11-07.1954106,br,1.51,16.428,>16.428,99.990,0.478,0.195,g
2459895.67102,2022-11-12.1709265,br,1.52,16.691,>16.691,99.990,0.028,0.153,g
2459895.67228,2022-11-12.1721804,br,1.50,16.634,>16.634,99.990,0.287,0.161,g
2459895.67350,2022-11-12.1734046,br,1.49,16.688,>16.688,99.990,-0.041,0.153,g
2459897.65840,2022-11-14.1584275,br,1.48,17.587,>17.587,99.990,0.102,0.067,g
2459897.65964,2022-11-14.1596658,br,1.45,17.653,>17.653,99.990,0.232,0.063,g
2459898.65535,2022-11-15.1554366,br,1.55,17.721,>17.721,99.990,0.110,0.059,g
2459898.65658,2022-11-15.1566645,br,1.49,17.816,>17.816,99.990,0.070,0.054,g
2459898.65782,2022-11-15.1579114,br,1.47,17.754,>17.754,99.990,-0.064,0.058,g
2459911.61659,2022-11-28.1174863,br,1.46,17.400,>17.400,99.990,0.028,0.080,g
2459911.61782,2022-11-28.1187142,br,1.50,17.458,>17.458,99.990,0.026,0.075,g
2459911.61904,2022-11-28.1199396,br,1.54,17.436,>17.436,99.990,0.165,0.077,g
2459911.62801,2022-11-28.1289089,br,1.48,17.567,>17.567,99.990,0.124,0.068,g
2459911.62923,2022-11-28.1301398,br,1.48,17.484,>17.484,99.990,-0.014,0.074,g
2459911.63048,2022-11-28.1313785,br,1.54,17.394,>17.394,99.990,0.050,0.080,g
2459913.62255,2022-11-30.1235637,br,1.44,17.104,>17.104,99.990,0.133,0.105,g
2459913.62379,2022-11-30.1248033,br,1.46,17.118,>17.118,99.990,0.063,0.103,g
2459913.62501,2022-11-30.1260334,br,1.45,17.045,>17.045,99.990,0.239,0.111,g
2459915.61061,2022-12-02.1117488,br,1.43,16.671,>16.671,99.990,-0.132,0.156,g
2459915.61183,2022-12-02.1129756,br,1.43,16.777,>16.777,99.990,-0.327,0.141,g
2459915.61306,2022-12-02.1142079,br,1.51,16.857,>16.857,99.990,0.035,0.131,g
2459915.61811,2022-12-02.11925,br,1.49,16.689,>16.689,99.990,-0.162,0.153,g
2459915.61934,2022-12-02.1204811,br,1.50,16.830,>16.830,99.990,-0.007,0.135,g
2459915.62056,2022-12-02.1217113,br,1.51,16.789,>16.789,99.990,0.146,0.140,g
2459922.60084,2022-12-09.1023840,br,1.46,16.179,>16.179,99.990,-0.154,0.245,g
2459922.60208,2022-12-09.1036236,br,1.47,16.300,>16.300,99.990,0.299,0.219,g
2459922.60332,2022-12-09.1048622,br,1.49,16.113,>16.113,99.990,-0.177,0.261,g
2459928.59294,2022-12-15.0948284,br,1.51,17.599,>17.599,99.990,0.096,0.066,g
2459928.59417,2022-12-15.0960571,br,1.48,17.598,>17.598,99.990,-0.053,0.066,g
2459928.59542,2022-12-15.0973061,br,1.52,17.612,>17.612,99.990,0.167,0.066,g
2459933.57526,2022-12-20.0774016,br,1.52,17.655,>17.655,99.990,0.072,0.063,g
2459933.57650,2022-12-20.0786385,br,1.49,17.495,>17.495,99.990,0.103,0.073,g
2459933.57771,2022-12-20.0798590,br,1.49,17.530,>17.530,99.990,0.097,0.071,g
2459934.55669,2022-12-21.0588826,br,1.44,17.430,>17.430,99.990,0.024,0.077,g
2459934.55793,2022-12-21.0601237,br,1.46,17.028,>17.028,99.990,0.067,0.112,g
2459934.55917,2022-12-21.0613630,br,1.47,17.060,>17.060,99.990,-0.069,0.109,g
2460002.02094,2023-02-26.5243841,br,1.54,15.632,>15.632,99.990,-0.329,0.406,g
2460005.01131,2023-03-01.5147083,br,1.61,15.284,>15.284,99.990,-2.617,0.560,g
2460005.01252,2023-03-01.5159232,br,1.60,14.421,>14.421,99.990,2.479,1.240,g
2460005.01374,2023-03-01.5171427,br,1.75,14.605,>14.605,99.990,-8.100,1.075,g
2460028.95886,2023-03-25.4615079,br,1.53,17.495,>17.495,99.990,-0.154,0.073,g
2460028.96008,2023-03-25.4627206,br,1.54,17.455,>17.455,99.990,0.229,0.076,g
2460028.96131,2023-03-25.4639482,br,1.50,17.581,>17.581,99.990,0.114,0.067,g
2460061.97304,2023-04-27.4739598,br,1.51,16.362,>16.362,99.990,0.228,0.207,g
2460061.97429,2023-04-27.4752043,br,1.45,16.100,>16.100,99.990,-0.127,0.264,g
2460063.94820,2023-04-29.4489976,br,1.48,17.709,>17.709,99.990,0.089,0.060,g
2460063.94944,2023-04-29.4502324,br,1.47,17.883,>17.883,99.990,-0.049,0.051,g
2460063.95067,2023-04-29.4514656,br,1.50,17.574,>17.574,99.990,0.190,0.068,g
2460112.79805,2023-06-17.2959708,br,1.41,17.259,>17.259,99.990,0.078,0.091,g
2460112.79926,2023-06-17.2971891,br,1.40,17.174,>17.174,99.990,0.022,0.098,g
2460112.80052,2023-06-17.2984354,br,1.40,17.396,>17.396,99.990,0.136,0.080,g
2460113.86726,2023-06-18.3651261,br,1.42,17.526,>17.526,99.990,-0.016,0.071,g
2460113.86850,2023-06-18.3663607,br,1.40,17.302,>17.302,99.990,0.253,0.087,g
2460113.86973,2023-06-18.3675982,br,1.44,17.306,>17.306,99.990,0.235,0.087,g
2460122.88837,2023-06-27.3858203,br,1.42,17.513,>17.513,99.990,0.059,0.072,g
2460122.88984,2023-06-27.3872787,br,1.48,17.453,>17.453,99.990,0.099,0.076,g
2460122.89128,2023-06-27.3887293,br,1.47,17.640,>17.640,99.990,-0.085,0.064,g
2460125.71063,2023-06-30.2079391,br,1.48,16.369,>16.369,99.990,-0.175,0.206,g
2460125.71213,2023-06-30.2094465,br,1.52,16.334,>16.334,99.990,0.383,0.213,g
2460125.71363,2023-06-30.2109497,br,1.52,16.365,>16.365,99.990,0.157,0.207,g
2460142.93218,2023-07-17.4288969,br,1.43,17.750,>17.750,99.990,0.175,0.058,g
2460142.93366,2023-07-17.4303813,br,1.42,17.606,>17.606,99.990,0.022,0.066,g
2460142.93516,2023-07-17.4318717,br,1.44,17.540,>17.540,99.990,0.090,0.070,g
2460144.90455,2023-07-19.4012059,br,1.46,17.572,>17.572,99.990,0.168,0.068,g
2460144.90604,2023-07-19.4027005,br,1.44,17.841,>17.841,99.990,0.066,0.053,g
2460144.90748,2023-07-19.4041380,br,1.42,17.638,>17.638,99.990,0.132,0.064,g
2460144.95794,2023-07-19.4545950,br,1.44,17.275,>17.275,99.990,-0.215,0.089,g
2460144.95942,2023-07-19.4560855,br,1.51,17.017,>17.017,99.990,-0.214,0.113,g
2460144.96090,2023-07-19.4575628,br,1.40,17.102,>17.102,99.990,-0.002,0.105,g
2460145.92640,2023-07-20.4230392,br,1.41,17.358,>17.358,99.990,0.092,0.083,g
2460145.92786,2023-07-20.4244934,br,1.42,17.463,>17.463,99.990,0.008,0.075,g
2460145.92931,2023-07-20.4259439,br,1.44,17.255,>17.255,99.990,-0.004,0.091,g
2460154.84955,2023-07-29.3460032,br,1.47,17.331,>17.331,99.990,0.141,0.085,g
2460154.85103,2023-07-29.3474902,br,1.52,17.424,>17.424,99.990,0.098,0.078,g
2460154.85250,2023-07-29.3489479,br,1.44,17.404,>17.404,99.990,0.078,0.079,g
2460161.68029,2023-08-05.1766567,br,1.43,17.448,>17.448,99.990,0.178,0.076,g
2460161.68179,2023-08-05.1781626,br,1.46,17.485,>17.485,99.990,0.206,0.074,g
2460161.68327,2023-08-05.1796401,br,1.46,17.438,>17.438,99.990,0.014,0.077,g
2460161.86801,2023-08-05.3643821,br,1.51,16.619,>16.619,99.990,0.098,0.164,g
2460161.86951,2023-08-05.3658756,br,1.45,16.563,>16.563,99.990,0.323,0.172,g
2460161.87099,2023-08-05.3673623,br,1.48,16.691,>16.691,99.990,-0.432,0.153,g
2460163.80206,2023-08-07.2984126,br,2.05,17.067,>17.067,99.990,0.025,0.108,g
2460163.80350,2023-08-07.2998575,br,2.07,17.072,>17.072,99.990,-0.080,0.108,g
2460163.80494,2023-08-07.3012964,br,2.05,17.073,>17.073,99.990,-0.146,0.108,g
2460166.91294,2023-08-10.4092840,br,1.49,17.444,>17.444,99.990,0.041,0.076,g
2460166.91438,2023-08-10.4107241,br,1.43,17.392,>17.392,99.990,0.117,0.080,g
2460166.91583,2023-08-10.4121722,br,1.42,17.480,>17.480,99.990,-0.026,0.074,g
2460172.86446,2023-08-16.3607969,br,1.45,17.598,>17.598,99.990,-0.023,0.066,g
2460172.86595,2023-08-16.3622835,br,1.48,17.551,>17.551,99.990,0.151,0.069,g
2460172.86741,2023-08-16.3637431,br,1.46,17.761,>17.761,99.990,-0.031,0.057,g
2460173.73687,2023-08-17.2332070,br,1.49,17.482,>17.482,99.990,-0.051,0.074,g
2460173.73841,2023-08-17.2347494,br,1.47,17.453,>17.453,99.990,-0.039,0.076,g
2460173.73993,2023-08-17.2362687,br,1.47,17.574,>17.574,99.990,0.085,0.068,g
2460173.88730,2023-08-17.3836395,br,1.50,17.476,>17.476,99.990,0.131,0.074,g
2460173.88882,2023-08-17.3851581,br,1.44,17.506,>17.506,99.990,-0.059,0.072,g
2460173.89034,2023-08-17.3866793,br,1.44,17.525,>17.525,99.990,0.006,0.071,g
2460174.72950,2023-08-18.2258449,br,1.46,17.514,>17.514,99.990,0.116,0.072,g
2460174.73102,2023-08-18.2273637,br,1.49,17.724,>17.724,99.990,-0.004,0.059,g
2460174.73254,2023-08-18.2288825,br,1.51,17.611,>17.611,99.990,-0.039,0.066,g
2460175.82990,2023-08-19.3262457,br,1.47,17.607,>17.607,99.990,0.094,0.066,g
2460175.83142,2023-08-19.3277672,br,1.48,17.719,>17.719,99.990,0.023,0.059,g
2460175.83294,2023-08-19.3292877,br,1.47,17.642,>17.642,99.990,0.081,0.064,g
2460176.70004,2023-08-20.1963930,br,1.48,17.555,>17.555,99.990,0.188,0.069,g
2460176.70156,2023-08-20.1979101,br,1.45,17.648,>17.648,99.990,0.072,0.063,g
2460176.70309,2023-08-20.1994482,br,1.44,17.762,>17.762,99.990,0.036,0.057,g
2460178.67366,2023-08-22.1700234,br,1.53,17.093,>17.093,99.990,0.024,0.106,g
2460178.67519,2023-08-22.1715605,br,1.50,17.252,>17.252,99.990,0.155,0.091,g
2460178.67672,2023-08-22.1730806,br,1.55,17.318,>17.318,99.990,0.100,0.086,g
2460178.87388,2023-08-22.3702510,br,1.44,16.874,>16.874,99.990,0.067,0.129,g
2460178.87540,2023-08-22.3717692,br,1.46,16.929,>16.929,99.990,0.135,0.123,g
2460178.87692,2023-08-22.3732876,br,1.35,16.925,>16.925,99.990,-0.261,0.123,g
2460182.70249,2023-08-26.1988987,br,1.55,16.971,>16.971,99.990,0.022,0.118,g
2460182.70398,2023-08-26.2003968,br,1.47,16.923,>16.923,99.990,0.253,0.124,g
2460182.70546,2023-08-26.2018813,br,1.47,16.901,>16.901,99.990,-0.227,0.126,g
2460182.91650,2023-08-26.4129146,br,1.44,17.294,>17.294,99.990,0.211,0.088,g
2460182.91790,2023-08-26.4143165,br,1.43,17.270,>17.270,99.990,-0.112,0.090,g
2460182.91936,2023-08-26.4157834,br,1.43,17.377,>17.377,99.990,-0.007,0.081,g
2460184.65453,2023-08-28.1509689,br,1.45,16.292,>16.292,99.990,0.064,0.221,g
2460184.65603,2023-08-28.1524684,br,1.49,16.240,>16.240,99.990,0.047,0.232,g
2460184.65755,2023-08-28.1539866,br,1.44,16.354,>16.354,99.990,0.676,0.209,g
2460189.70747,2023-09-02.2039935,br,1.49,16.618,>16.618,99.990,0.140,0.164,g
2460189.70890,2023-09-02.2054299,br,1.47,16.627,>16.627,99.990,-0.261,0.162,g
2460189.71038,2023-09-02.2069094,br,1.50,16.721,>16.721,99.990,0.031,0.149,g
2460190.70471,2023-09-03.2012611,br,1.42,16.808,>16.808,99.990,0.271,0.137,g
2460190.70622,2023-09-03.2027653,br,1.46,16.909,>16.909,99.990,0.036,0.125,g
2460190.70771,2023-09-03.2042584,br,1.50,16.836,>16.836,99.990,0.090,0.134,g
2460211.80618,2023-09-24.3033915,br,1.47,16.332,>16.332,99.990,0.051,0.213,g
2460211.82332,2023-09-24.3205217,br,1.43,16.550,>16.550,99.990,-0.201,0.174,g
2460211.82478,2023-09-24.3219851,br,1.42,16.561,>16.561,99.990,-0.096,0.172,g
2460212.72607,2023-09-25.2233140,br,1.43,16.797,>16.797,99.990,0.139,0.139,g
2460212.72751,2023-09-25.2247501,br,1.44,16.833,>16.833,99.990,-0.111,0.134,g
2460212.72896,2023-09-25.2262008,br,1.42,16.804,>16.804,99.990,-0.055,0.138,g
2460228.69614,2023-10-11.1941383,br,1.42,17.593,>17.593,99.990,0.208,0.067,g
2460228.69737,2023-10-11.1953650,br,1.45,17.474,>17.474,99.990,0.106,0.074,g
2460228.69860,2023-10-11.1965924,br,1.46,17.678,>17.678,99.990,-0.099,0.062,g
2460231.68396,2023-10-14.1821054,br,1.40,17.516,>17.516,99.990,0.084,0.072,g
2460231.68517,2023-10-14.1833274,br,1.44,17.741,>17.741,99.990,0.054,0.058,g
2460231.68639,2023-10-14.1845402,br,1.47,17.393,>17.393,99.990,0.195,0.080,g
2460232.76389,2023-10-15.2621,br,1.55,17.361,>17.361,99.990,0.159,0.083,g
2460232.76511,2023-10-15.2633158,br,1.50,17.259,>17.259,99.990,0.107,0.091,g
2460232.76632,2023-10-15.2645299,br,1.49,17.125,>17.125,99.990,-0.089,0.103,g
2460234.64050,2023-10-17.1388122,br,1.45,17.710,>17.710,99.990,-0.085,0.060,g
2460234.64174,2023-10-17.1400528,br,1.48,17.501,>17.501,99.990,0.093,0.073,g
2460234.64297,2023-10-17.1412820,br,1.48,17.624,>17.624,99.990,0.096,0.065,g
2460244.71426,2023-10-27.2131605,br,1.54,16.046,>16.046,99.990,-0.189,0.277,g
2460244.71549,2023-10-27.2143858,br,1.51,15.995,>15.995,99.990,0.119,0.290,g
2460244.71670,2023-10-27.2156041,br,1.53,16.101,>16.101,99.990,0.521,0.264,g
2460249.71162,2023-11-01.2108262,br,1.47,16.614,>16.614,99.990,-0.071,0.164,g
2460249.71285,2023-11-01.2120516,br,1.48,16.520,>16.520,99.990,0.246,0.179,g
2460249.71407,2023-11-01.2132736,br,1.45,16.610,>16.610,99.990,0.255,0.165,g
2460250.70888,2023-11-02.2081442,br,1.46,16.780,>16.780,99.990,0.309,0.141,g
2460250.71010,2023-11-02.2093721,br,1.47,16.743,>16.743,99.990,0.096,0.146,g
2460250.71134,2023-11-02.2106021,br,1.46,16.806,>16.806,99.990,-0.273,0.138,g
2460251.66562,2023-11-03.1649487,br,1.45,17.524,>17.524,99.990,-0.046,0.071,g
2460251.66685,2023-11-03.1661726,br,1.46,17.473,>17.473,99.990,0.111,0.074,g
2460251.66808,2023-11-03.1674026,br,1.47,17.555,>17.555,99.990,0.021,0.069,g
2460255.62453,2023-11-07.1241046,br,1.63,17.639,>17.639,99.990,-0.014,0.064,g
2460255.62575,2023-11-07.1253221,br,1.63,17.457,>17.457,99.990,-0.025,0.076,g
2460255.62697,2023-11-07.1265406,br,1.57,17.648,>17.648,99.990,-0.011,0.063,g
2460274.59029,2023-11-26.0910511,br,1.49,16.280,>16.280,99.990,0.209,0.224,g
2460274.59151,2023-11-26.0922711,br,1.49,16.313,>16.313,99.990,-0.097,0.217,g
2460274.59275,2023-11-26.0935077,br,1.50,16.248,>16.248,99.990,0.163,0.230,g
2460279.61747,2023-12-01.1185363,br,1.51,17.240,>17.240,99.990,0.116,0.092,g
2460279.61869,2023-12-01.1197650,br,1.55,17.285,>17.285,99.990,-0.122,0.089,g
2460280.59856,2023-12-02.0996898,br,1.43,17.373,>17.373,99.990,0.179,0.082,g
2460280.59978,2023-12-02.1009013,br,1.52,17.570,>17.570,99.990,-0.216,0.068,g
2460280.60100,2023-12-02.1021224,br,1.43,17.460,>17.460,99.990,0.099,0.075,g
2460282.59829,2023-12-04.0995273,br,1.49,17.602,>17.602,99.990,0.063,0.066,g
2460282.59950,2023-12-04.1007478,br,1.45,17.198,>17.198,99.990,0.204,0.096,g
2460282.60072,2023-12-04.1019672,br,1.48,17.416,>17.416,99.990,0.034,0.078,g
2460286.59805,2023-12-08.0995344,br,1.69,17.440,>17.440,99.990,-0.107,0.077,g
2460286.59927,2023-12-08.1007526,br,1.58,17.458,>17.458,99.990,0.166,0.076,g
2460286.60049,2023-12-08.1019628,br,1.59,17.403,>17.403,99.990,0.102,0.079,g
2460289.59639,2023-12-11.0980384,br,1.49,17.309,>17.309,99.990,0.100,0.087,g
2460289.59760,2023-12-11.0992555,br,1.56,17.489,>17.489,99.990,-0.015,0.073,g
2460289.59882,2023-12-11.1004724,br,1.56,17.440,>17.440,99.990,-0.035,0.077,g
2460294.56973,2023-12-16.0716482,br,1.53,17.532,>17.532,99.990,0.027,0.071,g
2460294.57095,2023-12-16.0728668,br,1.52,17.598,>17.598,99.990,-0.010,0.066,g
2460301.56248,2023-12-23.0647577,br,1.52,16.582,>16.582,99.990,-0.139,0.169,g
2460301.56371,2023-12-23.0659844,br,1.43,16.430,>16.430,99.990,0.292,0.195,g
2460301.56492,2023-12-23.0672005,br,1.52,16.586,>16.586,99.990,0.210,0.169,g
2460305.55132,2023-12-27.0537849,br,1.95,15.952,>15.952,99.990,-0.176,0.302,g
2460305.55253,2023-12-27.0550030,br,1.99,15.887,>15.887,99.990,0.143,0.321,g
2460305.55375,2023-12-27.0562202,br,2.01,16.028,>16.028,99.990,-0.534,0.282,g
2460308.54293,2023-12-30.0455246,br,1.53,16.797,>16.797,99.990,0.076,0.139,g
2460308.54415,2023-12-30.0467504,br,1.53,16.859,>16.859,99.990,0.145,0.131,g
2460308.54536,2023-12-30.0479679,br,1.56,16.979,>16.979,99.990,0.183,0.117,g
2460428.86435,2024-04-28.3651611,br,1.50,16.580,>16.580,99.990,-0.446,0.170,g
2460428.86559,2024-04-28.3664004,br,1.50,16.484,>16.484,99.990,-0.062,0.185,g
2460428.86682,2024-04-28.3676305,br,1.52,16.539,>16.539,99.990,-0.315,0.176,g
2460429.85378,2024-04-29.3545425,br,1.48,16.603,>16.603,99.990,-0.125,0.166,g
2460429.85501,2024-04-29.3557682,br,1.45,16.679,>16.679,99.990,0.058,0.155,g
2460429.85625,2024-04-29.3570013,br,1.46,16.659,>16.659,99.990,0.173,0.158,g
2460430.86856,2024-04-30.3692613,br,1.50,16.838,>16.838,99.990,0.293,0.134,g
2460430.86980,2024-04-30.3704988,br,1.51,16.891,>16.891,99.990,0.071,0.127,g
2460430.87102,2024-04-30.3717149,br,1.55,16.735,>16.735,99.990,0.054,0.147,g
2460432.84797,2024-05-02.3485543,br,1.67,17.329,>17.329,99.990,0.269,0.085,g
2460432.84920,2024-05-02.3497737,br,1.60,17.536,>17.536,99.990,-0.143,0.070,g
2460432.85042,2024-05-02.3509923,br,1.70,17.346,>17.346,99.990,-0.027,0.084,g
2460439.88833,2024-05-09.3884737,br,1.55,17.541,>17.541,99.990,0.132,0.070,g
2460439.88956,2024-05-09.3897041,br,1.45,17.560,>17.560,99.990,0.121,0.069,g
2460439.89079,2024-05-09.3909282,br,1.47,17.583,>17.583,99.990,0.002,0.067,g
2460440.83929,2024-05-10.3393791,br,2.04,17.073,>17.073,99.990,0.035,0.108,g
2460440.84052,2024-05-10.3406037,br,2.05,17.230,>17.230,99.990,-0.030,0.093,g
2460440.84175,2024-05-10.3418346,br,2.06,17.397,>17.397,99.990,0.196,0.080,g
2460443.83686,2024-05-13.3367560,br,1.50,17.184,>17.184,99.990,-0.054,0.097,g
2460443.83808,2024-05-13.3379792,br,1.47,17.230,>17.230,99.990,0.088,0.093,g
