mjd,mag,magerr,filter
60532.1591708391,17.619436264038086,0.04586288332939148,i
60533.004249780905,17.509990692138672,0.041408687829971313,i
60533.14511100564,17.36607551574707,0.03952885419130325,i
60544.00483079957,16.99070930480957,0.03821486979722977,i
60544.0570510016,17.000335693359375,0.03825368732213974,i
60547.01236337212,16.715044021606445,0.02207980863749981,i
60547.08025533869,16.839458465576172,0.022731415927410126,i
60553.02040684016,16.817832946777344,0.028502481058239937,i
60553.08503390313,16.80925750732422,0.027410460636019707,i
60556.01204382756,16.814727783203125,0.02343919686973095,i
60556.08034150229,16.861337661743164,0.02581467479467392,i
60557.00473779992,16.768468856811523,0.023365342989563942,i
60560.01364674755,16.782123565673828,0.02309075929224491,i
60561.01140705947,16.821392059326172,0.024481171742081642,i
60561.99974167778,16.852296829223633,0.027004003524780273,i
