mjd,mag,magerr,filter
60533.080821553594,19.495885848999023,0.09900090843439102,q
60533.14541308138,19.437227249145508,0.09288465231657028,q
60533.15480907461,19.561641693115234,0.1297573745250702,q
60534.14731950149,19.53400230407715,0.10849254578351974,q
60535.06562309924,19.41244125366211,0.11234825104475021,q
60544.060983336094,19.2394962310791,0.13130994141101837,q
60544.11823688296,19.667144775390625,0.21861734986305237,q
60546.08109469275,19.13935089111328,0.07058723270893097,q
60547.02215581345,19.162639617919922,0.07253550738096237,q
60549.05739685567,18.94133949279785,0.06936222314834595,q
60549.058124973926,18.97859764099121,0.06161244213581085,q
60549.05827176008,18.965850830078125,0.0716305822134018,q
60549.05899480533,18.97768211364746,0.060277584940195084,q
60554.09941572563,18.770586013793945,0.0652274414896965,q
60556.021813174826,18.58892059326172,0.0449889674782753,q
60556.084230536304,18.69156837463379,0.05070963129401207,q
60557.0087063845,18.56528663635254,0.043458543717861176,q
60560.02341454876,18.306093215942383,0.034450169652700424,q
60561.02119819014,18.416921615600586,0.03914562985301018,q
60562.009477076586,18.339923858642578,0.04055807366967201,q
