,runcat_id,ra,dec,n_datapoints,snr,q_min,q_max,u_min,u_max,i_min,i_max,Gmag,BP-RP,Dist,b_Dist_cds,B_Dist_cdsa,RPlx,qui_min,M_G,url,qui_diff
547,36371770,121.72151477582754,9.450574087469132,2,11.81499195098877,18.279136657714844,18.639774322509766,,,,,16.093699,1.638522,639.4128,619.5244,662.6476,29.655164737310773,18.279136657714844,7.064792370555256,http://gemtom.blackgem.org/transients/36371770,0.3606376647949219
548,36375249,140.0757135802663,-21.8528758540519,1,10.097542762756348,18.513200759887695,18.753623962402344,,,17.920961380004883,18.11138153076172,16.220896,1.154067,1182.4512,1136.125,1227.8658,25.778087830060333,17.920961380004883,5.856979868206746,http://gemtom.blackgem.org/transients/36375249,0.19042015075683594
549,36375260,140.16164451014538,-21.73539948347364,2,8.982661247253418,19.624553680419922,19.6987247467041,,,,,17.600706,1.753269,1199.9603,1064.5605,1338.0483,8.775238237318085,19.624553680419922,7.204871610495795,http://gemtom.blackgem.org/transients/36375260,0.07417106628417969
557,36378326,80.99423945278356,-69.72322645626913,2,27.21846389770508,16.27155876159668,22.394906997680664,18.014801025390625,18.239227294921875,16.11263084411621,17.8275203704834,16.1779,0.736626,2836.689,2744.5059,2922.1084,31.944246280317007,16.11263084411621,3.913841377043914,http://gemtom.blackgem.org/transients/36378326,1.7148895263671875
561,36378328,80.99435136674641,-69.7227634998074,2,27.21846389770508,16.27155876159668,22.394906997680664,18.014801025390625,18.239227294921875,16.11263084411621,17.8275203704834,16.1779,0.736626,2836.689,2744.5059,2922.1084,31.944246280317007,16.11263084411621,3.913841377043914,http://gemtom.blackgem.org/transients/36378328,1.7148895263671875
566,36480275,16.41098189637409,-73.63822132044733,1,10.85108470916748,18.948413848876953,18.948413848876953,,,,,16.2374,1.661734,4619.938,4292.9585,4988.7515,13.279633454202605,18.948413848876953,2.914219263386638,http://gemtom.blackgem.org/transients/36480275,0.0
571,36546547,2.619103940652613,-47.63369672517861,2,7.101910591125488,18.457225799560547,19.235763549804688,,,,,16.210003,2.424939,205.7985,203.9762,208.2495,96.31830201483616,18.457225799560547,9.642791974983988,http://gemtom.blackgem.org/transients/36546547,0.7785377502441406
576,36588028,11.604146111535146,-73.32838003936614,1,9.921775817871094,17.887062072753906,18.870758056640625,,,18.076250076293945,19.658512115478516,15.901393,0.089427,15592.592,15480.45,15738.24,120.97127118972853,17.887062072753906,-0.06319857585713606,http://gemtom.blackgem.org/transients/36588028,0.9836959838867188
577,36600724,79.90023034868246,-69.97790289772264,2,30.241954803466797,15.154152870178223,18.105607986450195,17.933942794799805,18.60557746887207,15.288257598876953,16.90453338623047,15.1191,1.111323,3167.1702,3040.725,3334.1746,21.58578645191543,15.154152870178223,2.6157429876325775,http://gemtom.blackgem.org/transients/36600724,2.9514551162719727
581,36600726,79.89944391536923,-69.9776597871022,2,30.241954803466797,15.154152870178223,18.105607986450195,17.933942794799805,18.60557746887207,15.288257598876953,17.93584632873535,15.1191,1.111323,3167.1702,3040.725,3334.1746,21.58578645191543,15.154152870178223,2.6157429876325775,http://gemtom.blackgem.org/transients/36600726,2.9514551162719727
585,36603958,76.6943097495099,-69.18998448977044,2,8.06238079071045,17.29021644592285,18.695781707763672,17.213356018066406,18.161945343017578,18.01180648803711,18.366090774536133,16.62099,-0.137371,16207.6,16082.786,16302.87,147.28558186874054,17.213356018066406,0.5723964507187027,http://gemtom.blackgem.org/transients/36603958,0.9485893249511719
587,36603959,76.69441038170756,-69.18995876876956,2,8.06238079071045,17.29021644592285,17.908254623413086,17.213356018066406,18.161945343017578,18.01180648803711,18.366090774536133,16.62099,-0.137371,16207.6,16082.786,16302.87,147.28558186874054,17.213356018066406,0.5723964507187027,http://gemtom.blackgem.org/transients/36603959,0.9485893249511719
589,36603968,76.63459801417906,-69.12888404645174,2,6.9056901931762695,17.14476776123047,18.805299758911133,17.44386100769043,18.06112289428711,17.454147338867188,19.963098526000977,16.660095,-0.22287,21187.438,20842.06,21540.098,60.70568650990343,17.14476776123047,0.02970277655265363,http://gemtom.blackgem.org/transients/36603968,1.660531997680664
590,36603969,76.6345187766857,-69.12858048016071,2,6.9056901931762695,17.14476776123047,18.195966720581055,17.44386100769043,18.06112289428711,17.454147338867188,19.963098526000977,16.660095,-0.22287,21187.438,20842.06,21540.098,60.70568650990343,17.14476776123047,0.02970277655265363,http://gemtom.blackgem.org/transients/36603969,1.051198959350586
594,36630002,79.98924801163658,-69.72376466444902,2,7.52519941329956,15.840429306030273,17.254940032958984,17.485885620117188,18.195711135864258,15.754589080810547,16.651996612548828,15.641065,0.734902,2186.6096,2119.4475,2236.1436,37.47528152183331,15.754589080810547,3.9422087475931136,http://gemtom.blackgem.org/transients/36630002,0.8974075317382812
600,36630081,77.80762974603161,-69.58122880473371,2,22.56932258605957,16.507112503051758,18.460372924804688,17.911842346191406,18.583269119262695,16.825422286987305,18.6302490234375,16.616491,1.27638,1909.6337,1788.8099,2165.96,10.126650901060346,16.507112503051758,5.211740648905499,http://gemtom.blackgem.org/transients/36630081,1.9532604217529297
