mjd,mag,magerr,filter
60150.42676025417,16.414873123168945,0.008330512791872025,q
60151.42425887828,16.22498321533203,0.007111411541700363,q
60153.41846647613,19.1252384185791,0.07263118773698807,q
60154.417725815634,19.243473052978516,0.08022727817296982,q
60155.41511242719,19.4306640625,0.09784508496522903,q
60227.32268307235,19.9276065826416,0.15598605573177338,q
60229.32087029655,19.818775177001953,0.14239156246185303,q
60230.321825463216,19.775983810424805,0.14691223204135895,q
60241.320175411995,19.63440704345703,0.124314084649086,q
60243.356099613506,20.06972885131836,0.17187398672103882,q
60252.217332341184,19.026283264160156,0.07381203770637512,q
60252.285391016514,19.492326736450195,0.11692105978727341,q
60261.12238009319,15.953574180603027,0.006532931234687567,q
60261.12344506457,15.869091987609863,0.021375657990574837,u
60261.124533153474,16.27231788635254,0.018703194335103035,i
60261.256280084286,15.96837043762207,0.0059499479830265045,q
60261.25734506797,15.944432258605957,0.020177168771624565,u
60261.25843308664,16.31391716003418,0.016303816810250282,i
60265.09555601368,16.48441505432129,0.009067942388355732,q
60265.09662018613,16.46090316772461,0.0351506806910038,u
60265.09770871411,16.769235610961914,0.024628615006804466,i
60265.2418310416,16.36370277404785,0.007946944795548916,q
60265.242907252745,16.356075286865234,0.030822455883026123,u
60265.24399514351,16.695068359375,0.022319883108139038,i
60266.10647526715,16.54735565185547,0.009584520943462849,q
60266.10754005967,16.569002151489258,0.03755732625722885,u
60266.108628210764,16.85258674621582,0.026746442541480064,i
60266.25878337039,16.581344604492188,0.009007378481328487,q
60266.25984802024,16.610881805419922,0.035201143473386765,u
60266.26093620894,16.8432674407959,0.024340707808732986,i
60267.10782357077,16.8028564453125,0.013893737457692623,q
60267.108911191346,16.842164993286133,0.06552611291408539,u
60267.25098618092,16.843589782714844,0.011045030318200588,q
60267.25204914994,16.933439254760742,0.04604920744895935,u
60267.25313773527,17.12625503540039,0.033911366015672684,i
60267.32148253065,16.888614654541016,0.011143135838210583,q
60267.32254804834,16.99846649169922,0.04627154394984245,u
60267.32363519166,17.213455200195312,0.03190099447965622,i
60268.096240690575,17.726181030273438,0.024658851325511932,q
60268.09732851939,17.8090877532959,0.10419238358736038,u
60268.09841682993,17.93259048461914,0.06499375402927399,i
60268.24592776204,17.820693969726562,0.023124169558286667,q
60268.24699259765,17.954090118408203,0.1039869636297226,u
60268.248080969905,18.043682098388672,0.06627637892961502,i
60268.3163214385,18.008310317993164,0.027013037353754044,q
60268.31738707441,18.217195510864258,0.13356664776802063,u
60268.31847479416,18.261686325073242,0.07952605187892914,i
60271.08575962868,19.24806785583496,0.10938651859760284,q
60272.226640798915,19.50946044921875,0.1537778079509735,q
60272.3060393155,19.617263793945312,0.1277407556772232,q
60273.0701247261,19.394861221313477,0.16719335317611694,q
60273.276370799584,19.40178871154785,0.13279013335704803,q
60280.099096710546,19.47986602783203,0.10239969193935394,q
60280.22400064396,19.485782623291016,0.11214175820350647,q
60280.27922888677,19.7895450592041,0.15349389612674713,q
60281.21995399754,19.9031925201416,0.1545255035161972,q
60281.27520555645,19.862232208251953,0.1535518765449524,q
60285.06334663155,19.896114349365234,0.14359603822231293,q
60286.09533575667,19.621490478515625,0.11104442924261093,q
60286.21262390015,19.7172794342041,0.11938685923814774,q
60287.21335621632,19.935789108276367,0.15160450339317322,q
60288.08070640731,19.934633255004883,0.14803427457809448,q
60288.20247171256,20.120960235595703,0.17194540798664093,q
60289.21413710939,19.673107147216797,0.11372513324022293,q
60293.20117706953,19.264753341674805,0.07991814613342285,q
60294.084779544224,19.97147560119629,0.16171886026859283,q
60294.188928198,19.888429641723633,0.14315654337406158,q
60296.09866356313,19.593120574951172,0.13691207766532898,q
60296.202024976235,19.699901580810547,0.11559511721134186,q
60300.06763333356,19.72309112548828,0.16123516857624054,q
60306.06351209773,19.496305465698242,0.15130022168159485,q
60309.08275759185,19.9883975982666,0.16498787701129913,q
60309.16808365943,19.887174606323242,0.17142756283283234,q
60311.17980224738,19.993404388427734,0.17553319036960602,q
60312.17677292741,19.91840171813965,0.1463761329650879,q
60313.05114221088,20.014446258544922,0.15796133875846863,q
60344.07152377398,20.16139793395996,0.16910329461097717,q
