mjd,mag,magerr,filter
60419.07095861747,12.002850532531738,0.007717265281826258,z
60419.0711947223,12.000540733337402,0.007699122186750174,z
60419.07143523044,12.011458396911621,0.0077135865576565266,z
60419.071675039435,11.988306999206543,0.007703949697315693,z
60419.07198741804,12.00163745880127,0.004993476904928684,i
60419.07222723793,12.082473754882812,0.00516342930495739,i
60419.072704554,12.022017478942871,0.005033805966377258,i
60419.195276383354,12.089594841003418,0.0032699634321033955,q
60419.19685403939,12.068100929260254,0.0048235682770609856,r
60419.19708899893,12.049866676330566,0.004824409727007151,r
60419.197326956,11.947627067565918,0.004739855881780386,r
60419.19889137919,11.989995956420898,0.00776738440617919,z
60419.19912852794,11.976786613464355,0.007704160641878843,z
60419.19936543792,12.00186538696289,0.007827545516192913,z
60419.199603225075,11.945752143859863,0.007697110064327717,z
60419.20045253128,12.12166690826416,0.005426569376140833,i
60421.03455051403,11.992144584655762,0.0034037085715681314,q
60421.03478853772,12.035496711730957,0.0034274824429303408,q
60421.035025571015,11.992557525634766,0.0033728801645338535,q
60421.03526354344,12.013263702392578,0.003422849578782916,q
60421.03658883029,11.94823169708252,0.005052852910012007,r
60421.036824240735,11.908374786376953,0.004905402660369873,r
60421.03706665007,11.976776123046875,0.005031527020037174,r
60421.037308853345,11.928625106811523,0.005194394383579493,r
60421.03863818073,11.948958396911621,0.009831556119024754,z
60421.038873473386,11.975456237792969,0.012638582848012447,z
60421.03910992123,12.01728343963623,0.013107922859489918,z
60421.0393442473,11.945807456970215,0.013630966655910015,z
60421.03965784931,11.948474884033203,0.006204068660736084,i
60421.03989489302,12.0327787399292,0.006289429031312466,i
60421.04013245815,11.912482261657715,0.00578130129724741,i
60421.04036651421,11.936068534851074,0.005798385478556156,i
60421.18900463056,12.04211711883545,0.0034369390923529863,q
60421.18926029471,11.983946800231934,0.003356934990733862,q
60421.18949293197,12.032584190368652,0.003420246299356222,q
60421.189731355786,12.1326322555542,0.003542336169630289,q
60421.19105640578,12.012741088867188,0.005096626468002796,r
60421.19128979297,12.080330848693848,0.005179692525416613,r
60421.1915296808,11.940585136413574,0.00497413519769907,r
60421.19176416976,11.99080753326416,0.005054159089922905,r
60421.1930940254,12.001057624816895,0.009046802297234535,z
60421.193339917314,11.985956192016602,0.008916684426367283,z
60421.19357909914,11.973512649536133,0.008923634886741638,z
60421.1938190872,11.973400115966797,0.009221151471138,z
60421.19413527667,12.031435012817383,0.005629301071166992,i
60421.19437098389,11.937148094177246,0.005454591009765863,i
60421.194608991864,11.968465805053711,0.005382728762924671,i
60421.19484463996,12.056716918945312,0.00557846250012517,i
60427.04515618736,12.08540153503418,0.008784010075032711,z
60427.04539508294,12.053160667419434,0.008727047592401505,z
60427.045864304426,12.174464225769043,0.01130789052695036,z
60427.0466490196,12.220141410827637,0.006165464874356985,i
60491.94868357446,13.01243782043457,0.003208721987903118,q
60491.94904289459,12.945371627807617,0.0031489436514675617,q
60491.949402917075,12.873390197753906,0.0030201950576156378,q
60491.94982096226,15.773968696594238,0.04755087569355965,u
60491.95017287784,15.711946487426758,0.0451425276696682,u
60491.95053730589,15.739806175231934,0.04414121434092522,u
60491.95097604657,12.660123825073242,0.004001230467110872,r
60491.95134271966,12.659083366394043,0.004024097695946693,r
60491.95170758716,12.607784271240234,0.003948831465095282,r
60491.95215881974,13.619543075561523,0.0059639280661940575,g
60491.95251446616,13.54808235168457,0.005763381719589233,g
60491.95287090373,13.578573226928711,0.005834965035319328,g
60492.94969558997,12.904756546020508,0.003031770698726177,q
60492.95005773918,12.872284889221191,0.0029941629618406296,q
60492.950416129264,12.925947189331055,0.003038563998416066,q
60492.950841238824,15.757950782775879,0.0455075167119503,u
60492.95119957844,15.654077529907227,0.041515082120895386,u
60492.95155605428,15.708104133605957,0.04258375242352486,u
60492.95199835906,12.68794059753418,0.003962931223213673,r
60492.9523576724,12.722811698913574,0.003982271999120712,r
60492.95271663179,12.628168106079102,0.0038848258554935455,r
60492.95315459905,13.566730499267578,0.00577763095498085,g
60492.95350657779,13.60630989074707,0.005812947638332844,g
60492.9538604557,13.57995319366455,0.0057306005619466305,g
60492.95429019378,12.298612594604492,0.005573072470724583,z
60492.95464400865,12.395279884338379,0.005739734973758459,z
60492.95500233662,12.429243087768555,0.0057830410078167915,z
60492.955448746376,12.605666160583496,0.0039644488133490086,i
60492.95616297021,12.583611488342285,0.003918434493243694,i
